tags,post
php|html|pdf|tcpdf,how to embed fonts into a pdf with tcpdf   i have tried to use tcpdf whose code is given below:   <pre><code>require_once($_server[ document_root ]. /tcpdf/tcpdf.php );  $pdf = new tcpdf(pdf_page_orientation  pdf_unit  pdf_page_format  true   utf-8   false); $pdf-&gt;setcreator(pdf_creator); $pdf-&gt;setauthor( nicola asuni ); $pdf-&gt;settitle( tcpdf example 061 ); $pdf-&gt;setsubject( tcpdf tutorial ); $pdf-&gt;setkeywords( tcpdf  pdf  example  test  guide ); $pdf-&gt;setprintheader(false); $pdf-&gt;setprintfooter(false); $pdf-&gt;setdefaultmonospacedfont(pdf_font_monospaced); $pdf-&gt;setmargins(pdf_margin_left  pdf_margin_top  pdf_margin_right); $pdf-&gt;setheadermargin(pdf_margin_header); $pdf-&gt;setfootermargin(pdf_margin_footer); $pdf-&gt;setautopagebreak(true  pdf_margin_bottom); if (@file_exists($_server[ document_root ]. /tcpdf/config/lang/eng.php )) {     require_once($_server[ document_root ]. /tcpdf/config/lang/eng.php );     $pdf-&gt;setlanguagearray($l); } $pdf-&gt;setfont( helvetica       10);  $html =  ; $pdf-&gt;addpage(); $html .= &lt;style&gt; . file_get_contents( http://localhost/projects/pdf/css/style_4.css ). &lt;/style&gt; ; $html .= file_get_contents( http://localhost/projects/pdf/mycon.php );  $pdf-&gt;writehtml($html  true  false  true  false    ); $pdf-&gt;lastpage(); $pdf-&gt;output( example_061.pdf    i ); </code></pre>   the above code generates a pdf successfully but is not taking my css and fonts that i have defined into  style_4.css  and included externally.     i have also tried to include css on the page itself  mycon.php  but its not taking from there as well. what am i doing wrong     <strong>note:</strong> i have different fonts which will be dynamically attached with layout based on certain conditions.
numbers|phpexcel,phpexcel reader long numbers to text  when reading a excel file  i have problems with numbers greater length:    i use:   <pre><code>try {     $inputfiletype = phpexcel_iofactory::identify($inputfilename);     $objreader = phpexcel_iofactory::createreader($inputfiletype);     $objphpexcel = $objreader-&gt;load($inputfilename); } catch(exception $e) {     die( error loading file   .pathinfo($inputfilename pathinfo_basename).  :  .$e-&gt;getmessage()); } $sheet      = $objphpexcel-&gt;getsheet(0);  $highestrow     = $sheet-&gt;gethighestrow();  $highestcolumn  = $sheet-&gt;gethighestcolumn();  for ($row = 1; $row &lt;= $highestrow; $row++){    $obj = $sheet-&gt;rangetoarray( a  . $row .  :  . $highestcolumn . $row  null  true  false);   list($code  $name) = $obj[0];   echo $code; } </code></pre>   and returns <strong>1.6364698338384e+18</strong>    is it possible to obtain <strong>1636469833838380000</strong>      i try with    <pre><code>$code = (string) floatval($code); </code></pre>   ... but nothing...
android,android: make app transparent and act on the background application  is it feasible to make our android application completely transparent (as if its not active at all) and work on the other apps      my requirement:    first last an app and after some few settings  make it transparent. once its transparent  the user will not know that this app is active  however  our app should respond to only specific controls.     this is because of the broadcast receiver limitation  i will have to use the volume button for some actions in my application. but  this button doesn t broadcast. so  currently i am using power button which is not the requirement.     please throw some light on this. i did some research but  couldnt find any. :(
python,how to take multiple values from a python list   i am creating a program that takes user input stores it in a list and then multiplies by either 5 or 1 alternating between each number. eg the first value is multiplied by 5 and the next 1 and so on. i want to remove all the values that i would multiply by 5 and add them to a separate list. how would this be done     <pre><code>list1=[1 2 3 4] list2=list1[   ] </code></pre>
java|mysql|tomcat,how to replace com.bitmechanic.sql.connectionpool  our production environment has been running tomcat/java6 with a class com.bitmechanic.sql.connectionpool  ( jdbcpool-0.99.jar)  100% ok for years.    now we updated tomcat 6 to tomcat 8 (and java too) and this class seem to cause tomcat to randomly hang with a heavy load.    is there a recommended update somewhere or replacement
java|google-app-engine|facebook|openid,website with openid  facebook connect  my google app engine java website uses opendid to login  and i plan to add facebook connect. any thought of how to save the openid/facebook userid elegantly
jquery|html,jquery how can i make this code use .children()   ok. as you can see.  i have some inefficient code.     the point of it is to check the children of a parent element.    i couldn t figure out how to use .children()  so i wrote some longhanded code keying on 2 fields (the id and class). i d rather just use the class but i couldn t figure out how to use just the  level  class by itself.    but i don t want to depend on the id  just the class. (plus i d rather use .children() if anyone know how)    extra points for making the jquery shorter  as i don t think i need the if statements either.   <pre><code>    &lt;div class= jobtypeheadlghtred inputfields  id= jobtypename &gt;                               &lt;input type= checkbox  class= checkbox level1  checked=  checked   id= isselected_j_l1 &gt;             &lt;div class= sectionheadertext  id= jobtype &gt;level 1 item&lt;/div&gt;     &lt;/div&gt;      &lt;div class= facilityheadlghtblue inputfields  id= jobtypename &gt;                               &lt;input type= checkbox  class= checkbox level2  checked=  checked   id= isselected_j_l2 &gt;               &lt;div class= sectionheadertext  id= jobtype &gt;level 2 item&lt;/div&gt;                          &lt;/div&gt;      &lt;div class= headlghtgreen inputfields  id= jobtypename &gt;                               &lt;input type= checkbox  class= checkbox level3  checked=  checked   id= isselected_j_l3 &gt;               &lt;div class= sectionheadertext  id= jobtype &gt;level 3 item&lt;/div&gt;                          &lt;/div&gt;  $(function() {     $( :checkbox ).change(function() {          var id = this.id;         var level = id.substring(id.length - 1);          if(level == 1){             $( [class*= level2 ]  [class*= level3 ] ).attr( checked   this.checked);          }          if(level == 2){             $( [class*= level3 ] ).attr( checked   this.checked);          }   }); }); </code></pre>
javascript|oop,oop javascript - accessing a privileged method from public method via another public method <pre><code>var person = function (name  age) {     this.name = name;     this.age = age; }  person.prototype.scream = function () {     this.whattoscream.screamage(); }  person.prototype.whattoscream = function () {     this.screamage = function () {         alert( i am   + this.age +   years old!!! );     }     this.screamname = function () {         alert( my name is   + this.name +  !!! )     } }  var man = new person( berna   21); man.scream();   // this code raises: // uncaught typeerror: object whattoscream has no method  screamage  </code></pre>
jquery|ajax|fadein,fade in multiple images in secquence once they have loaded  what i am trying to achieve is a grid of images (10x10) that firstly load after the rest of the page has finished loading  and secondly fade in 1 after another    i.e. (represents only one line)   <pre><code>---------- +--------- ++-------- +++------- ++++------ </code></pre>   etc... what i have so far is this:   <pre><code>&lt;script type= text/javascript &gt; var loadingimage = false; function loadimage(imagename imagefile) {   if ((!document.images) || loadingimage) return;   loadingimage = true;   if (document.images[imagename].src.indexof(imagefile)&lt;0)   {     document.images[imagename].src = imagefile;   }   loadingimage = false; } loadimage( 0   images/0.jpg ); &lt;/script&gt; </code></pre>   with this image tag   <pre><code>&lt;img class= fade  name= 0  onload= loadimage( 1   images/1.jpg )  /&gt; </code></pre>   this gives me half the solution in as much as it loads all the images in sequentially  but i cant seem to add a fade to these images. the images are set up in an ul with 10 pictures in each li  and 10 li s in total = 100 images.    how can i fade these in  also is there a way to print out all the images in a loop insted of having them manually written in  so the user doesnt have to go through and make sure every image tag is correctly named  (ive already got a batch image renamer)    i found <strong><a href= https://stackoverflow.com/questions/1746141/multiple-fadein-animations-in-jquery >this</a></strong> which is similar to what i need  but i couldnt work out how to get it to load the way i want. thanks
python|sql|postgresql|python-2.7|psycopg2,use python and psycopg2 to execute a sql file that contains a drop database statement  i am trying to use a python function to execute a .sql file.      the sql file begins with a <code>drop database</code> statement.<br> the first lines of the .sql file look like this:   <pre><code>drop database if exists mydb;  create database mydb; </code></pre>   the rest of the .sql file defines all the tables and views for  mydb     <strong>python code:</strong>   <pre><code>def connect():     conn = psycopg2.connect(dbname= template1   user= user01 )     conn.set_isolation_level(psycopg2.extensions.isolation_level_autocommit)     cursor = conn.cursor()      sqlfile = open( /path/to/mydb-schema.sql    r )     cursor.execute(sqlfile.read())      db = psycopg2.connect(dbname= mydb   user= user01 )     cursor = db.cursor()     return db cursor </code></pre>   when i run the <code>connect()</code> function  i get an error on the <code>drop database</code> statement.    <strong>error:</strong>   <pre><code>psycopg2.internalerror: drop database cannot be executed from a function or multi-command string </code></pre>   i spent a lot of time googling this error  and i can t find a solution.    i also tried adding an autocommit statement to the top of the .sql file  but it didn t change anything.   <pre><code>set autocommit to on; </code></pre>   i am aware that postgresql doesn t allow you to drop a database that you are currently connected to  but i didn t think that was the problem here because i begin the connect() function by connecting to the template1 database  and from that connection create the cursor object which opens the .sql file.    has anyone else run into this error  is there any way to to execute the .sql file using a python function
javascript|debugging|syntax-error,can t find javascript syntax error  i m just about to freak out. i currently have to work on a website that some other guy did and i am asked to maintain etc. it uses jquery and a bunch of drupal modules. at <em>some</em> point i get some syntax error  so that some js works  and some does not. my big big problem is to find the syntax error. neither firebug  nor webinspector give me decent information:   <pre><code>error: uncaught exception: syntax error  unrecognized expression: // </code></pre>   yeah… that s it. no lines  no filename  no more hints. has anyone an idea how to deal with this     thanks for any usefull hints.
android|android-layout|height|autoresize|ratingbar,how to auto-adjust image height used as a drawable item in a layer-list   i have a custom image of a <code>ratingbar</code> and i wanted to auto-adjust the image height depending on the space left from the parent layouts.    here s the layout:       <pre><code>&lt;imageview     android:layout_width= match_parent      android:layout_height= match_parent      android:background= @drawable/rateus_bg      android:scaletype= fitxy  /&gt;  &lt;linearlayout     android:layout_width= match_parent      android:layout_height= match_parent      android:orientation= vertical &gt;      &lt;com.ims.westmont.android.view.textviewunisans         android:id= @+id/textview_rate_us          android:layout_width= match_parent          android:layout_height= match_parent          android:layout_weight= 1          android:gravity= center          android:text= @string/rate_us          android:textallcaps= true          android:textcolor= @android:color/white          android:textsize= 60sp          android:textstyle= bold  /&gt;      &lt;linearlayout         android:layout_width= match_parent          android:layout_height= match_parent          android:layout_weight= 1          android:gravity= center          android:orientation= vertical &gt;          &lt;ratingbar             android:id= @+id/ratingbar_rate              style= @style/rateusbar              android:layout_width= wrap_content              android:layout_height= match_parent              android:numstars= 5              android:rating= 0              android:stepsize= 0.5  /&gt;     &lt;/linearlayout&gt;      &lt;com.ims.westmont.android.view.textviewunisans         android:id= @+id/button_send          android:layout_width= match_parent          android:layout_height= match_parent          android:text= @string/send          android:textcolor= @android:color/white          android:textsize= 60sp          android:textallcaps= true          android:layout_weight= 1          android:gravity= center /&gt; &lt;/linearlayout&gt; </code></pre>    here s the visual representation: <a href= https://i.stack.imgur.com/9cayw.png  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/9cayw.png  alt= rate ></a>    since i am using a <code>linearlayout</code>  the three elements in it have equal height. the <code>ratingbar</code> uses a custom style:   <pre><code>&lt;style name= rateusbar  parent= @android:style/widget.ratingbar &gt;     &lt;item name= android:progressdrawable &gt;@drawable/rating_stars&lt;/item&gt;     &lt;item name= android:minheight &gt;90dp&lt;/item&gt;     &lt;item name= android:maxheight &gt;90dp&lt;/item&gt; &lt;/style&gt; </code></pre>   and finally the drawable <code>rating_stars</code>:   <pre><code>&lt; xml version= 1.0  encoding= utf-8  &gt; &lt;layer-list xmlns:android= http://schemas.android.com/apk/res/android &gt;     &lt;item         android:id= @android:id/background          android:drawable= @drawable/rate_empty  /&gt;     &lt;item         android:id= @android:id/secondaryprogress          android:drawable= @drawable/rate_empty  /&gt;     &lt;item         android:id= @android:id/progress          android:drawable= @drawable/rate_filled  /&gt; &lt;/layer-list&gt; </code></pre>   is this a weight issue or should i create a custom view (class) to adjust height
java|regex|math,how to validate math formular string using regex   i have a textbox to input a mathematical formular inlcude <code>+</code> <code>-</code> <code>*</code> <code>/</code> <code>( )</code> <code>trunc</code> <code>round</code> <code>power</code> <code>mod</code> <code>sqrt</code> <code>floor</code> <code>decode</code>. after user input a formula string  i want to validate this string but i don t know how     please help me out.
javascript|jquery|sharepoint|sharepoint-2010,if conditions is false then prevent default in sharepoint 2010 list new form using jquery <pre><code>the sharepoint 2010 list new form has 10 checkboxes. i want to select only 3 (also not less than) of them. i used jquery for this but when condition is false then form does not stop doing submit action. </code></pre>   html:   <pre><code>&lt;td&gt;&lt;span class=ms-radiotext title=one&gt; &lt;input id=ctl00_m_g_69fc6715_3136_4421_a83a_06892e860a7a_ff21_ctl00_ctl00 type=checkbox name=ctl00$m$g_69fc6715_3136_4421_a83a_06892e860a7a$ff21$ctl00$ctl00&gt;&lt;/span&gt;&lt;/td&gt; </code></pre>   similarly there are 10 td element.    save button:   <pre><code>&lt;input accesskey=o id=ctl00_m_g_69fc6715_3136_4421_a83a_06892e860a7a_savebutton2_ctl00_diidiosaveitem class=ms-buttonheightwidth onclick= if (!presaveitem()) return false;webform_dopostbackwithoptions(new webform_postbackoptions( ctl00$m$g_69fc6715_3136_4421_a83a_06892e860a7a$savebutton2$ctl00$diidiosaveitem       true          false  true))  value=save type=button name=ctl00$m$g_69fc6715_3136_4421_a83a_06892e860a7a$savebutton2$ctl00$diidiosaveitem target= _self  jquery1372914969010= 1 &gt;  jquery:   $( #ctl00_m_g_69fc6715_3136_4421_a83a_06892e860a7a_savebutton2_ctl00_diidiosaveitem ).click(function() {      if($( .ms-radiotext input:checked ).length!=3) // ms-radiotext is a class        {            alert( you have to select any 3 options );             e.preventdefault();             e.returnvalue=false // for ie only             return false;         } }); </code></pre>   i used all three options (and also one by one) to prevent the submit action but no result.
php|mysql|database,showing one row. need to show it in a loop  i am trying to figure out how to use this in a loop. any help will be appreciated.   <pre><code>$conn = mysql_connect( localhost    some_user    password );  if (!$conn) { echo  unable to connect to db:   . mysql_error(); exit; }  if (!mysql_select_db( some_db )) { echo  unable to select mydbname:   . mysql_error(); exit; }  $sql =  select favid from  ajaxfavourites ;  $result = mysql_query($sql);  if (!$result) { echo  could not successfully run query ($sql) from db:   . mysql_error(); exit; }    while ($row = mysql_fetch_assoc($result)) {  echo $row[ favid ];  }  mysql_free_result($result); </code></pre>   currently it displays results as:    <pre><code>116677889922 </code></pre>   i need them to show them as (the way they are displayed in db):   <pre><code>1166 7788 9922 </code></pre>   ps i am aware that this function is deprecated  i am just trying to fix one of my older sites.
javascript|regex|regex-lookarounds|regex-greedy,match a string in a string containing certain string in javascript  sorry for the awful title - not sure how best to put it.    note: am trying to do this in javascript    i want to match specific text within 2 different urls which are of differing length and structure.  one starts with <code>video</code> and the other with say <code>audio</code>.  the match must be replaced differently depending on the start of the string.    i can t work out how to make a dotall (.*) match in a positive lookbehind     for example  the strings below ought to be matched by 2 separate regex s  one specifying that <code>video</code> and the other <code>audio</code> must be before <code>%7bmatch%7d</code> they must <strong>only</strong> match <code>%7bmatch%7d</code> for the given string beginning.   <pre><code>video://lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length  audio://lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length </code></pre>   i have tried: <code>/( &lt;=video)( &lt;=.*)%7bmatch%7d/g</code> <a href= http://regexr.com 373gh  rel= nofollow >http://regexr.com 373gh</a> amongst other variants and can t quite seem to only match the <code>%7bmatch%7d</code> or any other match without getting everything since <code>video</code> in the example. got me stumped  would really appreciate a nudge in the right direction.    <strong>edit:</strong> answer specific to javascript:   <pre><code>// random collection of string(s) var inputstring =  video://lots0fr@ndomcharacasdf/asd/ft#rsinbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharact#rsinbet/asdfas/dweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthvideo://lots0fr@ndomcharact#rsinbetweasdf/asd/f/asdfenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharaasdfafsdct#rsinbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthvideo://lots0fr@ndomcharact#rsinfasdfasdfbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharaasdfasdf///asdfasdfct#rsinbetweenof1nd1scrimin@length/%7bmatch%7d/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length ;    // regex to match after every `video` occurence regexvideo = new regexp(/(video.* )%7bmatch%7d/g);  // regex to match after every `audio` occurence regexaudio = new regexp(/(audio.* )%7bmatch%7d/g);  // strings to replace the matches var replacestringvideo =  &lt;span class= woot &gt;w00tw00tvideow00t&lt;/span&gt; ; var replacestringaudio =  &lt;span class= woot &gt;w00tw00tvaudiow00t&lt;/span&gt; ;  // replace both audio and video with respective replace values note: the dollar token needed concatenated before the replacestring. inputstring.replace(regexvideo   $1  + replacestringvideo).replace(regexaudio   $1  + replacestringaudio);  // this yields an inputstring value of   video://lots0fr@ndomcharacasdf/asd/ft#rsinbetweenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvideow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharact#rsinbet/asdfas/dweenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvaudiow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthvideo://lots0fr@ndomcharact#rsinbetweasdf/asd/f/asdfenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvideow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharaasdfafsdct#rsinbetweenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvaudiow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthvideo://lots0fr@ndomcharact#rsinfasdfasdfbetweenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvideow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@lengthaudio://lots0fr@ndomcharaasdfasdf///asdfasdfct#rsinbetweenof1nd1scrimin@length/&lt;span class= woot &gt;w00tw00tvaudiow00t&lt;/span&gt;/lots0fr@ndomcharact#rsinbetweenof1nd1scrimin@length  </code></pre>
php|vb.net|encryption|openssl|rsa,interoperability of rsa between vb.net and php  i use openssl with php to generate public/private key in pem format.    in php i create public/private key :   <pre><code>// generate a 1024 bit rsa private key $privatekey = openssl_pkey_new(array(      private_key_bits  =&gt; 1024       private_key_type  =&gt; openssl_keytype_rsa  )); // save private key openssl_pkey_export_to_file($privatekey   privatekey );  // get the public key  $keydetails = openssl_pkey_get_details($privatekey); // save public key file_put_contents( publickey   $keydetails[ key ]); </code></pre>   in vb.net i code this :   <pre><code> public key dim sreader as string = migfma0gcsqgsib3dqebaquaa4gnadcbiqkbgqcxyt5rahelebmk4z7ppivappbns/36sdy12f/axetjvl2sykjc672jmz ..... zqwidaqab  dim publickey as byte() = encoding.utf8.getbytes(sreader) dim exponent as byte() = {1  0  1}       create a new instance of rsacryptoserviceprovider.     dim rsa as new rsacryptoserviceprovider()       create a new instance of rsaparameters.     dim rsakeyinfo as new rsaparameters()       set rsakeyinfo to the public key values.      rsakeyinfo.modulus = publickey     rsakeyinfo.exponent = exponent       import key parameters into rsa.     rsa.importparameters(rsakeyinfo)       create a unicodeencoder to convert between byte array and string.     dim byteconverter2 as new unicodeencoding()       create byte arrays to hold original  encrypted  and decrypted data.     bytplaintext = encoding.utf8.getbytes( data to encrypt )     bytciphertext = rsa.encrypt(bytplaintext  false)     dim sencrypt99 as string = convert.tobase64string(bytciphertext) </code></pre>   but i cant  decrypt  sencrypt99  in php with the private key    for the test i copied  sencrypt99  in  $encrypteddata1    <pre><code>&lt; php $privatekey = openssl_pkey_get_private( file://privatekey ); openssl_private_decrypt(base64_decode($encrypteddata1)  $sensitivedata2  $privatekey);  echo  sensitivedata =   . $sensitivedata2 .  &lt;br&gt; ;  &gt; </code></pre>   no errors  $sensitivedata2 is empty. strange .... where is the problem       rem : excuse for my poor english  i m french ;)
jquery|tooltip,change tooltip position if outside the browser window  i am trying to make a function to change the tooltip position if it s outside the browser window. however  it doesn t work.    here is my code :   <pre><code>function tooltipposition (tooltip  x  y) {     var tooltipx = x+20;     var tooltipy = y;      var offy = $(document).scrolltop();     var offx = $(document).scrollleft();      var bottom = y + $(tooltip).height() + 10;      if (bottom &gt; $(window).height() + offy) {         tooltipy = y + $(window).height() + offy - bottom;     }      $(tooltip).css( left   tooltipx);     $(tooltip).css( top   max(tooltipy)); } </code></pre>   i think the problem is in the following line :   <pre><code>var tooltipx = x+20; </code></pre>   when i tried debugging it with firebug  the argument tooltipx value is  0px10  and not  10px . what can i do to make it work     by the way  x and y are the left and the top value of the hovered div.
php|mysql|codeigniter|foreach,echo output sql join   how should <code>echo</code> output following query     my tables in mysql database:    <a href= http://oi55.tinypic.com/168shvn.jpg  rel= nofollow noreferrer >http://oi55.tinypic.com/168shvn.jpg</a>   <pre><code>$query = $this-&gt;db-&gt;query( select geo.order from store_information si join geography as geo on geo.id = si.id where si.name like  %  . $find1 .  %  ); </code></pre>   my try not work:   <pre><code>if ($query-&gt;num_rows() &gt; 0){    foreach($query as $val) {       $query_out = $query-&gt;row();       echo $query_out-&gt;order .  &lt;br&gt; ;    } } else {     echo  0 ; } </code></pre>   what do i do
javascript|jquery|function,how to pass value between functions   i m creating a very simple santa s game for my friends. so the logic is again very simple. given a list of names  user need to insert his/her name and whenever the button is clicked  a random name will pick up from the list and display as result.    i have two small problems:   <ul> <li> i can find and display the random name form the list but i cannot pass in the luckyname function and display it if is not the same of the user s name. </li> <li> in case the name of the current user is the same of the picked up name  i  m not sure how to  or what s the best way to pick up another name. so far i just call again the pickrandomname function. </li> </ul>   html:   <pre><code>&lt;h3&gt;santa ask: who are you kid &lt;/h3&gt;     &lt;section&gt;         &lt;input type= text  placeholder= your name bitte  not time for joke..  id= santaname /&gt;         &lt;div id= go &gt;go&lt;/div&gt;     &lt;/section&gt; </code></pre>   js:   <pre><code>var namelist = [      gio        anna        chiara        ella        sarah        sara  ];  $(document).ready(function(){     pickrandomname();     luckyname(); });  var luckyname = function(randomname){     var section = $( section );     $( section ).on( click    #go   function(){         var currentsanta = $( #santaname ).val();         console.log(currentsanta);          if( currentsanta != randomname){             console.log(randomname);             $( section ).append(randomname);          } else {             //pick up another random name             pickrandomname(randomname);             console.log(randomname);         }        }); };  var pickrandomname = function(randomname){     var randomname = namelist[math.floor(math.random() * namelist.length)];     console.log(randomname); }; </code></pre>   and here the fiddle: <a href= http://jsfiddle.net/anaketa/r9morh87/1/  rel= nofollow >http://jsfiddle.net/anaketa/r9morh87/1/</a>
javascript|web-sql|indexeddb|web-storage,javascript api wrapper around web storage   is there a cross-browser jquery like wrapper api abstraction over the <a href= http://csimms.botonomy.com/2011/05/html5-storage-wars-localstorage-vs-indexeddb-vs-web-sql.html  rel= noreferrer >various web storage systems</a> available
jquery,best way to add tr element mid-way through a list of table rows - jquery  first post on the site!      i m looking for some help inserting tr elements mid-way through a simple table like the one below:   <pre><code>&lt;table id= content &gt;   &lt;tr class= item &gt;   &lt;td&gt;&lt;p&gt;header content&lt;/p&gt;&lt;/td&gt;   &lt;/tr&gt;   &lt;tr class= item &gt;   &lt;td&gt;&lt;p&gt;footer content&lt;/p&gt;&lt;/td&gt;   &lt;/tr&gt;   &lt;/table&gt; </code></pre>   i am adding elements using jquery with the following code:   <pre><code>$( &lt;tr class= item  /&gt; ).insertafter( #content tr:first ); </code></pre>   however after adding an element using this command  i would like to add some more (but after the last added item  not at the top of the list)    im sure there are simple ways of doing this (by assigning an id to the footer element  and using .insertbefore( #footer ) for example) but it would be interesting to know some different techniques that could be used. thanks in advance! :)
javascript|php|jquery|ajax|json,not getting response in ajax call using an online url  following is the ajax method i am using. in this when i am using online url  for i am not getting any response  but if i am using the file in the same folder  response.php  it is giving the response. where as accessing the same file from online giving no response.   <pre><code>&lt;script type= text/javascript &gt; $( document ).ready(function(){     $( .js-ajax-php-json ).submit(function(){         var data = {              action :  test          };         data = $(this).serialize() +  &amp;  + $.param(data);         $.ajax({             type:  post               datatype:  json               url:  http://www.---.com/projects/app/response.php               data: data              success: function(data) {                 $( .the-return ).html(                      favorite beverage:   + data[ favorite_beverage ] +  &lt;br /&gt;favorite restaurant:   + data[ favorite_restaurant ] +  &lt;br /&gt;gender:   + data[ gender ] +  &lt;br /&gt;json:   + data[ json ]                 );                  alert( form submitted successfully.\nreturned json:   + data[ json ]);             }         });         return false;     }); }); &lt;/script&gt; </code></pre>   following is the response.php file   <pre><code>&lt; php if (is_ajax()) {     if (isset($_post[ action ]) &amp;&amp; !empty($_post[ action ])) { //checks if action value exists         $action = $_post[ action ];         switch($action) { //switch case for value of action             case  test : test(); break;         }     } }  //function to check if the request is an ajax request function is_ajax() {     return isset($_server[ http_x_requested_with ]) &amp;&amp; strtolower($_server[ http_x_requested_with ]) ==  xmlhttprequest ; }  function test(){     $return = $_post;      //do what you need to do with the info. the following are some examples.     //if ($return[ favorite_beverage ] ==   ){     //  $return[ favorite_beverage ] =  coke ;     //}     //$return[ favorite_restaurant ] =  mcdonald s ;      $return[ json ] = json_encode($return);     echo json_encode($return); }  &gt; </code></pre>
android|android-fragments|android-view|android-lifecycle,run code before oncreateview  i want to run some code in a <code>fragment</code> before the <code>oncreateview</code> method is called. i want to show an <code>alertdialog</code> and i want to call <code>oncreateview</code> the first time if the user clicks on the positive button. is that possible
java|opencv|image-processing,categorizing images with opencv java  i have images of blank sky and few images of mars.i have built an application in java where one of the features requires me to categorize these images based on whether they are of mars or of blank sky.i m very new to opencv and tried to compare histograms by taking two images of blank sky.the correlation value should ve been near 1 since both images are of the blank sky but the value is near 0.i need to know what changes to make or if there are other methods to solve this problem.this is the code that i tried.<a href= https://i.stack.imgur.com/rmuda.jpg  rel= nofollow noreferrer >this is the first image</a> and <a href= https://i.stack.imgur.com/zncf0.jpg  rel= nofollow noreferrer >this is the second image</a>   <pre><code> public static void compare()  {      string pathtosamplepic = null  pathtopic= null filenamein;       file samplepic = null  pic = null;      samplepic=new file( c:\\images\\image2.png );       pic=new file( c:\\images\\image1.png );       pathtosamplepic=samplepic.tostring();      pathtopic=pic.tostring();      mat h1 = histogram(pathtosamplepic);      mat h2 = histogram(pathtopic);       double text = imgproc.comparehist(h1  h2 imgproc.cv_comp_correl);       system.out.println( text is +text);      if(text&gt;0.5)          system.out.println( both images are same );      else          system.out.println( images are different );  }  public static mat histogram(string filenamein)   {      mat img = highgui.imread(filenamein);        mat src = new mat(img.height()  img.width()  cvtype.cv_8uc2);      imgproc.cvtcolor(img  src  imgproc.color_bgr2gray);       vector&lt;mat&gt; bgr_planes = new vector&lt;mat&gt;();                                                                                                                                                                                       core.split(src  bgr_planes);      matofint histsize = new matofint(256);      final matoffloat histrange = new matoffloat(0f  256f);      boolean accumulate = false;      mat b_hist = new  mat();      imgproc.calchist(bgr_planes  new matofint(0) new mat()  b_hist  histsize  histrange  accumulate);      return b_hist;  } </code></pre>   ignore the part where i am doing if(text>0.5). that was just to check if it s working.
