tags,post
c|netbeans|syntax|netbeans-7,netbeans (7.3.1) detects false errors in c  i was trying to play with pointer syntax and i didn t get why i was getting some of the errors i ve got. then when i ve tried to compile it with gcc it worked. is there a way to fix this in netbeans  it s really annoying to work with false errors...    <img src= https://i.stack.imgur.com/r6ovj.png  alt= enter image description here > the code in the picture is:   <pre><code>int (*(*f3(int z))(double ))(float ){         return null; } </code></pre>   this is broken as well yay! :   <pre><code>char (* ( *f())[])(){     return null; } </code></pre>   it seems that <a href= http://cdecl.org/  rel= nofollow noreferrer >cdecl</a> is better in parsing c that this ide  embarrassing...
javascript|html,using javascript to alter span text dynamically and keeping the original text  i have a  html page  inside which i have following code snippet  depending on which case we re following:   <pre><code>case 1)    &lt;p&gt; &lt;span id = xyz &gt;  some code here  &lt;/span&gt; &lt;/p&gt; case 2)    &lt;p&gt; &lt;span id = xyz &gt;   &lt;/span&gt; some code here &lt;/p&gt; </code></pre>   now in my javascript code i have to write values in span <code>xyz</code> dynamically. if i try to do get reference to span <code>xyz</code> by id and then try to alter its innerhtml  then the html already present in span <code>xyz</code> is lost.    if i keep extra code outside the span  it appears on new line due to some css effects. i cannot alter css due to some reasons.
android|android-fragments|android-cursorloader|android-loader,calling getloadermanager().restartloader(...) from onloadfinished(...)  this is my problem: i want to init/restart a second loader from onloadfinished(...) method after the first loader has finished his job (load finished)  since i need some values from first loaders cursor. so the second loader depends on some values  which the first loader delivers.    it works... but if a configuration change appears (rotation)  it crashes because  while in this call  since it can happen after an activity s state is saved. so there is no activity attached. if you call getactivity() for example it returns null. same thing happens if you call getloadermanager().xxx of course.   <pre><code>public void onactivitycreated(bundle savedinstancestate) {     super.onactivitycreated(savedinstancestate);      getloadermanager().initloader(first_loader  null  this);      (...) } </code></pre>   ...   <pre><code>public void onloadfinished(loader&lt;cursor&gt; loader  cursor data) {     switch (loader.getid()) {         case first_loader:             data.movetofirst();              value1 = data.getstring(data.getcolumnindex(dbhelper.column_first));             value2 = data.getstring(data.getcolumnindex(dbhelper.column_second));              getloadermanager().restartloader(second_loader  null  this);             break;         case second_loader:             (...)     }  } </code></pre>   but if i destroy loaders manually in ondestroy(...) method there are no problems. ok  it works that way  but it dont make me happy. so there must be some other way to solve this.    (and im sorry for my poor english :) i hope it is understandable :p)
pdf|export|progress-bar|indesign,indesign progress of pdf export  i made a data merged document with some 2000 pages  saved it and now i try to export this to print quality pdf file. unfortunately there is no progress bar for this operation and i cannot apreciate the time it takes to export the whole file.    does anyone know how can i evaluate the time it takes to export a document this size
c#|mysql|datareader,using mysql data reader  i m not familiar with using data reader  i need help with the following code  i want to retrieve a single data from the database.   <pre><code>mysqldataadapter data = new mysqldataadapter(cmd);                     conn.open();                     datatable dt = new datatable();                     data.fill(dt);                     gridview1.datasource = dt;                      int retrievedvalue = 0;                     using (mysqldatareader reader = cmd.executereader())                     {                         while (reader.read())                         {                             if ((int)reader[ order_status ] == 0)                             {                                 retrievedvalue = (int)reader.getvalue(0);                                      gridview view2 = sender as gridview;                                     e.appearance.backcolor = color.green;                                     e.appearance.backcolor2 = color.forestgreen;                             }                         }                     } </code></pre>
c#|asp.net|image|gridview,a call to bind must be assigned to a property of a control inside a template  i want to show a thumbnail image inside a gridview instead of the text.  this is what i am trying:   <pre><code>        &lt;asp:templatefield headertext= image  sortexpression= image &gt;             &lt;edititemtemplate&gt;                 &lt;asp:textbox id= textbox1  runat= server  text= &lt;%# bind( image ) %&gt; &gt;&lt;/asp:textbox&gt;             &lt;/edititemtemplate&gt;             &lt;itemtemplate&gt;                 &lt;asp:image id= thumbnail  runat= server  imageurl= &lt;%# bind( image ) %&gt;  /&gt;                                     &lt;/itemtemplate&gt;         &lt;/asp:templatefield&gt; </code></pre>   what is the syntax i should be using
linux|gcc|makefile|cmake|assimp,/usr/bin/ld: cannot open output file assimp2json: is a directory  building assimp works fine after a bit of tinkering  but the readme.md is pretty unclear about building assimp2json. when building from github dot com/assimp/assimp2json  the error  /usr/bin/ld: cannot open output file assimp2json: is a directory  is produced. when searching the web for this problem  i found that with other software it was fine to delete the conflicting directory  but that is not the case here  the contents are required. also renaming the dir on the filesystem and the references to the dir in the cmakelists.txt  did not work  as it resulted in the output file name being changed to that of the new dir name. in the make manual i can not find an option to change the output path. and after searching the web some more i feel stuck.    less sussinct output around the error:     <pre><code>linking cxx shared library ../../lib/libassimp.so [ 97%] built target assimp scanning dependencies of target assimp2json [ 98%] building cxx object cmakefiles/assimp2json.dir/assimp2json/main.cpp.o [ 98%] building cxx object cmakefiles/assimp2json.dir/assimp2json/json_exporter.cpp.o [ 99%] building c object cmakefiles/assimp2json.dir/assimp2json/cencode.c.o [100%] building cxx object cmakefiles/assimp2json.dir/assimp2json/mesh_splitter.cpp.o linking cxx executable assimp2json /usr/bin/ld: cannot open output file assimp2json: is a directory collect2: error: ld returned 1 exit status cmakefiles/assimp2json.dir/build.make:162: recipe for target  assimp2json  failed make[2]: *** [assimp2json] error 1 cmakefiles/makefile2:60: recipe for target  cmakefiles/assimp2json.dir/all  failed make[1]: *** [cmakefiles/assimp2json.dir/all] error 2 makefile:117: recipe for target  all  failed make: *** [all] error 2 </code></pre>    .    commands i use to build:     <pre><code>git clone https://github.com/assimp/assimp2json cd assimp2json git submodule init git submodule update cmake cmakelists.txt make </code></pre>    .    also tried  cmake cmakelists.txt -g  unix makefiles   as stated in github dot com/assimp/assimp/blob/master/install  to no avail.    as github dot com/assimp/assimp2json is forked from github dot com/acgessler/assimp2json which has more recent commits (2013 vs. 2015)  i also tried building that with the same commands. and changed line 34 of assimp/cmake-modules/addgtest.cmake from  git_repository chromium.googlesource dot com/external/googletest  to  git_repository github dot com/google/googletest/ .    this makes a bit of progress  but not enough:     <pre><code>linking cxx shared library ../../lib/libassimp.so [ 80%] built target assimp scanning dependencies of target assimp2json [ 80%] building cxx object cmakefiles/assimp2json.dir/assimp2json/main.cpp.o [ 81%] building cxx object cmakefiles/assimp2json.dir/assimp2json/json_exporter.cpp.o [ 81%] building c object cmakefiles/assimp2json.dir/assimp2json/cencode.c.o [ 82%] building cxx object cmakefiles/assimp2json.dir/assimp2json/mesh_splitter.cpp.o linking cxx executable bin/assimp2json [ 82%] built target assimp2json scanning dependencies of target gtest [ 82%] creating directories for  gtest  [ 83%] performing download step (git clone) for  gtest  -- gtest download command succeeded.  see also /opt/assimp2json/assimp/test/gtest/src/gtest-stamp/gtest-download-*.log  [ 84%] no patch step for  gtest  [ 84%] performing update step for  gtest  already on  master  your branch is up-to-date with  origin/master . [ 84%] performing configure step for  gtest  -- gtest configure command succeeded.  see also /opt/assimp2json/assimp/test/gtest/src/gtest-stamp/gtest-configure-*.log  [ 85%] performing build step for  gtest  -- gtest build command succeeded.  see also /opt/assimp2json/assimp/test/gtest/src/gtest-stamp/gtest-build-*.log  [ 86%] no install step for  gtest  [ 86%] completed  gtest  [ 86%] built target gtest scanning dependencies of target unit [ 86%] building c object assimp/test/cmakefiles/unit.dir/unit/ccompilertest.c.o [ 87%] building cxx object assimp/test/cmakefiles/unit.dir/unit/main.cpp.o in file included from /opt/assimp2json/assimp/test/unit/main.cpp:1:0: /opt/assimp2json/assimp/test/unit/unittestpch.h:11:25: fatal error: gtest/gtest.h: no such file or directory  #include &lt;gtest/gtest.h&gt;                          ^ compilation terminated. assimp/test/cmakefiles/unit.dir/build.make:77: recipe for target  assimp/test/cmakefiles/unit.dir/unit/main.cpp.o  failed make[2]: *** [assimp/test/cmakefiles/unit.dir/unit/main.cpp.o] error 1 cmakefiles/makefile2:250: recipe for target  assimp/test/cmakefiles/unit.dir/all  failed make[1]: *** [assimp/test/cmakefiles/unit.dir/all] error 2 makefile:117: recipe for target  all  failed make: *** [all] error 2 </code></pre>    .    are other people able to build this and willing to share the trick  or are others failing to and should i look at other software  assistance would be appreciated.
iphone|uipickerview,one uipickerview with multiple textfields  can i use one uipickerview with many uitextfields  or should i create many pickerviews  one for each uitextfield (i have all the uitextfields in the same view)
javascript|angular|angular2-cookie,how to import angular2-cookie in angular4 project  i m trying to import angular2-cookie in my angular4 project.    my project is built with angular-cli@1.2.7  here is my <code>package.json</code>:   <pre><code>{    name :  ng-admin      version :  0.0.0      license :  mit      scripts : {      ng :  ng        start :  ng serve --port 4201        build :  ng build        test :  ng test        lint :  ng lint        e2e :  ng e2e    }     private : true     dependencies : {      @angular/animations :  ^4.0.0        @angular/common :  ^4.0.0        @angular/compiler :  ^4.0.0        @angular/core :  ^4.0.0        @angular/forms :  ^4.0.0        @angular/http :  ^4.0.0        @angular/platform-browser :  ^4.0.0        @angular/platform-browser-dynamic :  ^4.0.0        @angular/router :  ^4.0.0        angular2-cookie :  ^1.2.6        core-js :  ^2.4.1        rxjs :  ^5.1.0        zone.js :  ^0.8.4    }     devdependencies : {      @angular/cli :  ^1.2.7        @angular/compiler-cli :  ^4.0.0        @types/jasmine :  2.5.38        @types/node :  ~6.0.60        codelyzer :  ~2.0.0        jasmine-core :  ~2.5.2        jasmine-spec-reporter :  ~3.2.0        karma :  ~1.4.1        karma-chrome-launcher :  ~2.1.1        karma-cli :  ~1.0.1        karma-coverage-istanbul-reporter :  ^0.2.0        karma-jasmine :  ~1.1.0        karma-jasmine-html-reporter :  ^0.2.2        protractor :  ~5.1.0        ts-node :  ~2.0.0        tslint :  ~4.5.0        typescript :  ~2.2.0    } } </code></pre>   the <code>angular2-cookie doc</code><a href= https://github.com/salemdar/angular2-cookie#cli  rel= nofollow noreferrer >https://github.com/salemdar/angular2-cookie#cli</a> ask me to add something in <code>angular-cli-build.js</code>  but i have neither <code>angular-cli-build.js</code> nor <code>systemjs.config.js</code>    i import <code>angular2-cookie</code> in <code>app.module.ts</code> with:   <pre><code>import { cookieservice } from  angular2-cookie/services/cookies.service ; ... ... providers: [     cookieservice  ] </code></pre>   my project works well with <code>ng server</code> and it also works well in my chrome.    it is built successfully with <code>ng build --prod</code>  but when i run it in chrome or run it with <code>ng server --aot</code>   chrome console show this error:   <pre><code>error error: no provider for cookieoptions!  </code></pre>   how can i solve this problem  thanks all!
javascript|jquery|html,"how to avoid getting the edited value of text in html   here is something that i notice. how to avoid getting the edited value from <code>f12 elements console edit</code>. here is two example in picture. the above picture is the normal value of label which is <code>1</code> after editing it using the <code>f12</code> i still getting the edited value because of the code <code>.text();</code>. is there any other way to avoid it .    <a href= https://i.stack.imgur.com/hgifw.png  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/hgifw.png  alt= enter image description here ></a>    <div class= snippet  data-lang= js  data-hide= false  data-console= true  data-babel= false > <div class= snippet-code > <pre class= snippet-code-js lang-js prettyprint-override ><code>$( #btnid ).click(function(){ $( #typeid ).val($( #labelid ).text()) });</code></pre> <pre class= snippet-code-html lang-html prettyprint-override ><code>&lt;script src= https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js &gt;&lt;/script&gt; &lt;label id= labelid &gt;1&lt;/label&gt;  &lt;input type= text  id= typeid &gt;  &lt;button id= btnid &gt; button &lt;/button&gt;</code></pre> </div> </div>"
visual-studio-2010|nsis,launch nsis when building with visual studio  i have written a nsis script for my project  and i would like to automatically create the setup file when i build the project. how can i do this with visual studio  is there a way to pass parameters to the script  i mean  i would like vs to pass the assembly version to the script. right now  i have to manually edit a line in the script   <pre><code>viproductversion 1.5.0.1 </code></pre>   and i sometime forget to update it. is there a way to automate the process
c#|entity-framework|ef-code-first|foreign-keys,c# - ef 6 - fk relationship (invoice class)  i m designing an invoice class. to put it simple:   <ul> <li>i m using ef 6 code-first with fluent-api.</li> <li>the tables(classes): invoice  supplier  customer  store</li> </ul>   the invoice class has an issuer and an addressee. i want something like  issuerid  and  addresseeid     the issuer could be either the supplier (for buying items) or the store (for selling/returing items) and the addressee could be either the supplier (for returning items)  the customer (for selling items) or the store (for buying items).    of course i don t want to create fk collumns for each one of  em  beacause only two would be used for each invoice and the others would be null.    the problem as explained: the addressee and the issuer could be any of those tables for each invoice.    i thought adding an enum as a discriminator to tell ef which table my fk is pointing to:   <pre><code>public int adresseeid { get; set; } public adresseetype adresseetype { get; set; } //  c  is customer   s  is supplier... </code></pre>   but i need the relationships to work and navigation properties too. i m trying to find the most clean solution for this case.  any help would be much appreciated.  thanks.
java|rest|jersey|jax-rs|artifactory,publishing zips to artifactory from jersey/jax-rs client  i have a set of requirements that require a jersey/jax-rs client to publish zip files to repos living on artifactory. specifically  i need to publish zips to:   <blockquote>    <a href= http://artifactory01.example.org/artifactory/simple/libs-release-local/ourorg/somelib/1.0.0/  rel= nofollow >http://artifactory01.example.org/artifactory/simple/libs-release-local/ourorg/somelib/1.0.0/</a>  </blockquote>   it looks like artifactory exposes a <a href= http://www.jfrog.com/confluence/display/rtf/artifactory+rest+api#artifactoryrestapi-deployartifact  rel= nofollow >put endpoint</a>:   <pre><code>put /libs-release-local/my/jar/1.0/jar-1.0.jar {      uri :  http://localhost:8080/artifactory/libs-release-local/my/jar/1.0/jar-1.0.jar        downloaduri :  http://localhost:8080/artifactory/libs-release-local/my/jar/1.0/jar-1.0.jar        repo :  libs-release-local        path :  /my/jar/1.0/jar-1.0.jar        created : iso8601 (yyyy-mm-dd t hh:mm:ss.sssz)       createdby :  usery        size :  1024   //bytes      mimetype :  application/java-archive        checksums : {          md5  : string           sha1  : string     }       originalchecksums : {          md5  : string           sha1  : string     } } </code></pre>   hence it looks like i need to put <code>somelib-1.0.0.zip</code> to the url i identified above. my proposal to do this is as follows:   <pre><code>// groovy pseudo-code for the put entity: class publication {     @jsonproperty     string uri      @jsonproperty     string downloaduri      @jsonproperty     string repo      @jsonproperty     string path      @jsonproperty     date created      @jsonproperty     string createdby      @jsonproperty     integer size      @jsonproperty     string mimetype      @jsonproperty     map&lt;string string&gt; checksums      @jsonproperty     map&lt;string string&gt; originalchecksums } </code></pre>   however  2 problems:   <h3>security</h3>   the security constraint on this endpoint requires a user with  deploy  permissions. i have such a user  however i m not sure how to implement this auth on the client-side. does artifactory use basic auth for its endpoints  if so  would something like this work ( ):   <pre><code>client client = client.create(); webresource resource = client.resource(base_uri); client.addfilter(new httpbasicauthfilter( deployuser    12345 ));   // dummy credentials  obviously </code></pre>  <h3>put entity</h3>   <strong>most importantly</strong>  i m not understanding what the <code>put</code> entity should be. using jersey/jax-rs style pojos  i might do something like:   <pre><code>// again  groovy pseudo-code publication publication = getsomehow()  // ideally zip is read into portable format by this point  webresource.path( libs-release-local ).path( ourorg ).path( somelib ).path( 1.0.0 ).path( somelib-1.0.0.zip )     .type(mediatype.   ).entity(publication).put(   ) </code></pre>   however  i still don t see how/where i send the actual zip file. there is the <code>path</code> field  which seems to specify the local (client-side) path to the binary  but that s just a string/reference  not the actual binary to publish!     also  according to wikipedia  zip media type is <code>application\zip</code>  but there is no such <a href= https://docs.oracle.com/javaee/6/api/javax/ws/rs/core/mediatype.html  rel= nofollow ><code>mediatype</code></a> defined in jax-rs.    any ideas here
android|fragment,how to use findviewbyid in fragment and arraylist cannot be applied - android  i have had to change a class from it being classed as a activity to a fragment and i don t know how i would set this up now as it now says that it cannot resolve the method on my findviewbyid. any extra code can be given if required. thanks for helping.   <pre><code>public class customizedlistview extends fragment { // all static variables static final string url =  http://api.androidhive.info/music/music.xml ; // xml node keys static final string key_song =  song ; // parent node static final string key_id =  id ; static final string key_title =  title ; static final string key_artist =  artist ; static final string key_duration =  duration ; static final string key_thumb_url =  thumb_url ;  listview list; lazyadapter adapter;  @override public view oncreateview(layoutinflater inflater  viewgroup container  bundle      savedinstancestate){     return inflater.inflate(r.layout.main  container  false); }  @override public void oncreate(bundle savedinstancestate) {     super.oncreate(savedinstancestate);       arraylist&lt;hashmap&lt;string  string&gt;&gt; songslist = new arraylist&lt;hashmap&lt;string  string&gt;&gt;();      xmlparser parser = new xmlparser();     string xml = parser.getxmlfromurl(url); // getting xml from url     document doc = parser.getdomelement(xml); // getting dom element      nodelist nl = doc.getelementsbytagname(key_song);     // looping through all song nodes &lt;song&gt;     for (int i = 0; i &lt; nl.getlength(); i++) {         // creating new hashmap         hashmap&lt;string  string&gt; map = new hashmap&lt;string  string&gt;();         element e = (element) nl.item(i);         // adding each child node to hashmap key =&gt; value         map.put(key_id  parser.getvalue(e  key_id));         map.put(key_title  parser.getvalue(e  key_title));         map.put(key_artist  parser.getvalue(e  key_artist));         map.put(key_duration  parser.getvalue(e  key_duration));         map.put(key_thumb_url  parser.getvalue(e  key_thumb_url));          // adding hashlist to arraylist         songslist.add(map);     }       list=(listview)findviewbyid(r.id.game_list);      // getting adapter by passing xml data arraylist     adapter=new lazyadapter(this  songslist);     list.setadapter(adapter);       // click event for single list row     list.setonitemclicklistener(new onitemclicklistener() {          @override         public void onitemclick(adapterview&lt; &gt; parent  view view                                  int position  long id) {           }     }); } } </code></pre>   this is what is causing me trouble with the findviewbyid because it cannot resolve the method:   <pre><code>list=(listview)findviewbyid(r.id.game_list); </code></pre>   and this is what is causing me problems on the arraylist and apparently it is because lazyadapter (android.app.activity  arraylist>) in lazyadapter cannot be applied to (com.example.app.customizedlistview  arraylist>)   <pre><code>        // getting adapter by passing xml data arraylist     adapter=new lazyadapter(this  songslist);     list.setadapter(adapter); </code></pre>   main.xml:   <pre><code>&lt; xml version= 1.0  encoding= utf-8  &gt; &lt;linearlayout xmlns:android= http://schemas.android.com/apk/res/android  android:layout_width= match_parent  android:layout_height= match_parent  android:orientation= vertical  android:background= #e5e5e5  &gt;  &lt;listview     android:id= @+id/game_list      android:layout_width= fill_parent      android:layout_height= wrap_content      android:divider= #e5e5e5      android:dividerheight= 6dp      android:background= #e5e5e5      android:layout_marginleft= 6dp      android:layout_marginright= 6dp /&gt;  &lt;/linearlayout&gt; </code></pre>
activemq|amqp,amqp protocol with activemq  sorry for my previous post. i m trying to send message with jmeter  i ve download it on github  with amqp plugin for rabbitmq. in my activemq i setup amqp protocol  and get 100% of errors in jmeter  in  log i see this error  and something about qpid proton. caused by:    <pre><code>org.apache.qpid.proton.engine.transportexception: org.apache.qpid.proton.engine.transportexception: amqp header mismatch value 0  expecting 1. in state: header5         at org.apache.qpid.proton.engine.transportresultfactory$transportresultimpl.checkisok(transportresultfactory.java:116)         at org.apache.qpid.proton.engine.impl.transportimpl.input(transportimpl.java:220)         at org.apache.activemq.transport.amqp.amqpprotocolconverter.onframe(amqpprotocolconverter.java:230) </code></pre>   what does in mean  and how i can fix this. thank you
java|c++|jni|memory-corruption,how to find errors in jni  updating some legacy code in our software and i have had to alter some of the calls through the jni. however  after running it a few time the program consistently breaks in the same place in the c++ with an access violation error  this transfers back to java where a variable has been set to null  this cannot happen within the java (there is no way to set this variable null without cleaning up the class containing it) and the jni call where it breaks does not touch this portion of code.    each jni call checks for exceptions after it returns and my code is now full of <code>assert(*someitem* != null);</code> after retrieving each jclass and methodid and instantiating new java classes  none of them fail and as such i can only assume that the fault is happening somewhere in the native code and only picked up when returning to the java.    my question is  how can i find where the problem is actually occurring  i have used -xcheck:jni which shows nothing  -verbose:jni and -verbose:gc as suggested by a similar question  but to no avail.    sorry no sscce is possible due to the nature of the problem
html|css|internet-explorer|mozilla,internet explorer specific html unordered list error  i want to remove the bullet icon provided by the <code>&lt;ul&gt;&lt;/ul&gt;</code> html tag and in place i need a dash sign as the bullet. i ve written the following code. it works perfectly fine with mozilla firefox  however ie 2013 shows both the circular bullet icon as well. it seems to be the browser specific problem. how do i fix this error  regards!   <pre><code>@foreach (var careerlist in model) {     &lt;ul type= none &gt;         @foreach (var item in careerlist.skills)         {             &lt;li&gt;- @item.tostring()&lt;/li&gt;                                                   }         &lt;br /&gt;     &lt;/ul&gt;    } </code></pre>   ie shows like following:   <blockquote>   <ul>   <li>skills required:<br>   <ul>   <li>knowledge of .net framework  c#  asp.net mvc  .ext  html&amp; javascript.  </li>   <li>minimum working experience of 1 year.</li>   </ul></li>   </ul> </blockquote>
powershell|dll|versioninfo,update dll rc info from powershell  i m trying to update/add some rc information in dll directly from the powershell.    i have found how i can get it but i didn t found how set some field like <code>specialbuild</code> or <code>privatebuild</code>.   <pre><code>ps c:\&gt; (gi .\mydll.dll).versioninfo | fl  originalfilename  : mydll.dll filedescription   : mydll.dll ............................... privatebuild      : 32572 specialbuild      : not_hotfix fileversionraw    : 17.3.0.12013 productversionraw : 17.3.0.12013  ps c:\&gt; (gi .\mydll.dll).versioninfo | gm      typename : system.diagnostics.fileversioninfo  name               membertype     definition ----               ----------     ---------- equals             method         bool equals(system.object obj) gethashcode        method         int gethashcode() gettype            method         type gettype() tostring           method         string tostring() comments           property       string comments {get;} ................................................. privatebuild       property       string privatebuild {get;} productbuildpart   property       int productbuildpart {get;} productmajorpart   property       int productmajorpart {get;} productminorpart   property       int productminorpart {get;} productname        property       string productname {get;} productprivatepart property       int productprivatepart {get;} productversion     property       string productversion {get;} specialbuild       property       string specialbuild {get;} fileversionraw     scriptproperty system.object fileversionraw {get=new-object system.version -argumentlist @(... productversionraw  scriptproperty system.object productversionraw {get=new-object system.version -argumentlist @(... </code></pre>   as you can see  properties are get only here.    so do you know how i can update theses fields      thanks in advance for your help ;)
javascript|angularjs,why i should use isolated scope directives in angularjs   i m wondering why i should use isolated scope directives  i can always get some data with service inside my controller and those data will be available inside directive that don t have isolated scope  if i want to use that directive in other place  i can just send request and get the data.... right      when you create directive with isolated scope  you must get the data and pass it to directive..    <strong>what is the advantage of using isolated scope directives </strong>     <strong>why i should use it and when *</strong>
